time,vs,dvs,hs,dist,alt,ang,weight,acc,fuel
274,25.52896052,24,527.6878446,-202915.2297,7286.780207,58.3,241.7357433,2.11356574,76.73574328
275,25.53686536,24,525.8895994,-203441.1193,7261.243342,58.3,241.5555359,2.117108648,76.55553591
276,25.54462424,24,524.0883398,-203965.2076,7235.698718,58.3,241.375161,2.120659838,76.37516104
277,25.55223568,24,522.2840589,-204487.4917,7210.146482,58.3,241.1946186,2.124219354,76.19461857
278,25.55969819,24,520.4767495,-205007.9685,7184.586784,58.3,241.0139083,2.127787238,76.01390834
279,25.56701026,24,518.6664044,-205526.6349,7159.019774,58.3,240.8330302,2.131363535,75.83303023
280,25.57417038,24,516.8530167,-206043.4879,7133.445603,58.3,240.6519841,2.134948289,75.65198411
281,25.58117699,24,515.0365789,-206558.5245,7107.864426,58.3,240.4707698,2.138541545,75.47076983
282,25.58802855,24,513.217084,-207071.7415,7082.276398,58.3,240.2893873,2.14214335,75.28938726
283,25.59472347,24,511.3945247,-207583.1361,7056.681674,58.3,240.1078363,2.145753749,75.10783627
284,25.60126016,24,509.5688936,-208092.705,7031.080414,58.3,239.9261167,2.149372789,74.9261167
285,25.60763702,24,507.7401833,-208600.4451,7005.472777,58.3,239.7442284,2.153000517,74.74422842
286,25.61385241,24,505.9083865,-209106.3535,6979.858925,58.3,239.5621713,2.156636982,74.56217128
287,25.6199047,24,504.0734958,-209610.427,6954.23902,58.3,239.3799451,2.160282233,74.37994513
288,25.62579221,24,502.2355037,-210112.6625,6928.613228,58.3,239.1975498,2.163936318,74.19754984
289,25.63151326,24,500.3944027,-210613.0569,6902.981714,58.3,239.0149852,2.167599288,74.01498525
290,25.63706615,24,498.5501851,-211111.6071,6877.344648,58.3,238.8322512,2.171271194,73.8322512
291,25.64244917,24,496.7028435,-211608.31,6851.702199,58.3,238.6493476,2.174952085,73.64934755
292,25.64766055,24,494.8523701,-212103.1623,6826.054539,58.3,238.4662741,2.178642016,73.46627415
293,25.65269856,24,492.9987572,-212596.1611,6800.40184,58.3,238.2830308,2.182341038,73.28303082
294,25.6575614,24,491.1419972,-213087.3031,6774.744279,58.3,238.0996174,2.186049204,73.09961742
295,25.66224726,24,489.2820823,-213576.5852,6749.082031,58.3,237.9160338,2.189766569,72.91603379
296,25.66675434,24,487.4190046,-214064.0042,6723.415277,58.3,237.7322798,2.193493188,72.73227976
297,25.67108078,24,485.5527562,-214549.5569,6697.744196,58.3,237.5483552,2.197229117,72.54835517
298,25.67522471,24,483.6833292,-215033.2403,6672.068972,58.3,237.3642599,2.200974411,72.36425985
299,25.67918426,24,481.8107158,-215515.051,6646.389787,58.3,237.1799936,2.204729128,72.17999364
300,25.6829575,24,479.9349077,-215994.9859,6620.70683,58.3,236.9955564,2.208493327,71.99555635
301,25.6865425,24,478.0558971,-216473.0418,6595.020287,58.3,236.8109478,2.212267065,71.81094783
302,25.6899373,24,476.1736757,-216949.2154,6569.33035,58.3,236.6261679,2.216050403,71.62616788
303,25.69313993,24,474.2882354,-217423.5037,6543.63721,58.3,236.4412163,2.219843401,71.44121635
304,25.69614838,24,472.3995679,-217895.9033,6517.941062,58.3,236.256093,2.223646121,71.25609303
305,25.69896061,24,470.5076651,-218366.4109,6492.242101,58.3,236.0707978,2.227458625,71.07079776
306,25.70157459,24,468.6125186,-218835.0234,6466.540526,58.3,235.8853303,2.231280976,70.88533034
307,25.70398822,24,466.7141199,-219301.7376,6440.836538,58.3,235.6996906,2.235113238,70.6996906
308,25.70619939,24,464.8124608,-219766.55,6415.130339,58.3,235.5138783,2.238955477,70.51387833
309,25.70820599,24,462.9075326,-220229.4575,6389.422133,58.3,235.3278933,2.242807759,70.32789334
310,25.71000585,24,460.9993268,-220690.4569,6363.712127,58.3,235.1417354,2.24667015,70.14173545
311,25.71159678,24,459.0878349,-221149.5447,6338.00053,58.3,234.9554044,2.25054272,69.95540444
312,25.71297658,24,457.1730481,-221606.7178,6312.287554,58.3,234.7689001,2.254425537,69.76890013
313,25.714143,24,455.2549578,-222061.9727,6286.573411,58.3,234.5822223,2.258318672,69.5822223
314,25.71509377,24,453.3335552,-222515.3063,6260.858317,58.3,234.3953707,2.262222195,69.39537074
315,25.71582659,24,451.4088315,-222966.7151,6235.14249,58.3,234.2083453,2.26613618,69.20834526
316,25.71633914,24,449.4807776,-223416.1959,6209.426151,58.3,234.0211456,2.2700607,69.02114562
317,25.71662905,24,447.5493848,-223863.7453,6183.709522,58.3,233.8337716,2.27399583,68.83377162
318,25.71669394,24,445.6146438,-224309.3599,6157.992828,58.3,233.646223,2.277941646,68.64622304
319,25.71653139,24,443.6765458,-224753.0365,6132.276297,58.3,233.4584997,2.281898225,68.45849965
320,25.71613894,24,441.7350814,-225194.7715,6106.560158,58.3,233.2706012,2.285865645,68.27060123
321,25.71551411,24,439.7902415,-225634.5618,6080.844644,58.3,233.0825275,2.289843988,68.08252754
322,25.71465438,24,437.8420168,-226072.4038,6055.129989,58.3,232.8942784,2.293833332,67.89427836
323,25.71355719,24,435.8903979,-226508.2942,6029.416432,58.3,232.7058534,2.297833762,67.70585344
324,25.71221997,24,433.9353755,-226942.2296,6003.704212,58.3,232.5172525,2.301845361,67.51725254
325,25.71064009,24,431.9769398,-227374.2065,5977.993572,58.3,232.3284754,2.305868213,67.32847543
326,25.70881489,24,430.0150816,-227804.2216,5952.284757,58.3,232.1395218,2.309902407,67.13952184
327,25.70674168,24,428.0497909,-228232.2714,5926.578016,58.3,231.9503915,2.313948029,66.95039153
328,25.70441773,24,426.0810582,-228658.3524,5900.873598,58.3,231.7610842,2.31800517,66.76108424
329,25.70184027,24,424.1088737,-229082.4613,5875.171758,58.3,231.5715997,2.322073922,66.57159971
330,25.69900649,24,422.1332274,-229504.5945,5849.472751,58.3,231.3819377,2.326154375,66.38193767
331,25.69591355,24,420.1541094,-229924.7486,5823.776838,58.3,231.1920979,2.330246627,66.19209785
332,25.69255856,24,418.1715097,-230342.9202,5798.084279,58.3,231.00208,2.334350772,66.00207999
333,25.68893859,24,416.1854181,-230759.1056,5772.39534,58.3,230.8118838,2.338466908,65.8118838
334,25.68505067,24,414.1958245,-231173.3014,5746.71029,58.3,230.621509,2.342595135,65.62150899
335,25.68089179,24,412.2027185,-231585.5041,5721.029398,58.3,230.4309553,2.346735555,65.43095529
336,25.6764589,24,410.2060899,-231995.7102,5695.352939,58.3,230.2402224,2.35088827,65.24022239
337,25.67174888,24,408.205928,-232403.9161,5669.68119,58.3,230.04931,2.355053387,65.04931
338,25.66675861,24,406.2022224,-232810.1184,5644.014432,58.3,229.8582178,2.359231012,64.85821781
339,25.66148489,24,404.1949625,-233214.3133,5618.352947,58.3,229.6669455,2.363421255,64.66694552
340,25.65592447,24,402.1841374,-233616.4975,5592.697022,58.3,229.4754928,2.367624227,64.47549282
341,25.65007408,24,400.1697364,-234016.6672,5567.046948,58.3,229.2838594,2.37184004,64.28385937
342,25.64393037,24,398.1517485,-234414.8189,5541.403018,58.3,229.0920449,2.376068812,64.09204487
343,25.63748996,24,396.1301628,-234810.9491,5515.765528,58.3,228.900049,2.380310659,63.90004897
344,25.63074941,24,394.1049681,-235205.0541,5490.134778,58.3,228.7078713,2.384565702,63.70787134
345,25.62370523,24,392.0761531,-235597.1302,5464.511073,58.3,228.5155116,2.388834063,63.51551164
346,25.61635387,24,390.0437065,-235987.1739,5438.894719,58.3,228.3229695,2.393115868,63.32296951
347,25.60869174,24,388.0076169,-236375.1816,5413.286027,58.3,228.1302446,2.397411243,63.13024461
348,25.60071518,24,385.9678728,-236761.1494,5387.685312,58.3,227.9373366,2.401720318,62.93733658
349,25.59242048,24,383.9244625,-237145.0739,5362.092892,58.3,227.744245,2.406043226,62.74424503
350,25.58380387,24,381.8773742,-237526.9513,5336.509088,58.3,227.5509696,2.410380103,62.5509696
351,25.57486152,24,379.826596,-237906.7779,5310.934226,58.3,227.3575099,2.414731087,62.3575099
352,25.56558953,24,377.772116,-238284.55,5285.368637,58.3,227.1638655,2.419096318,62.16386555
353,25.55598395,24,375.713922,-238660.2639,5259.812653,58.3,226.9700361,2.42347594,61.97003614
354,25.54604076,24,373.6520017,-239033.9159,5234.266612,58.3,226.7760213,2.427870101,61.77602128
355,25.53575588,24,371.5863428,-239405.5022,5208.730856,58.3,226.5818205,2.43227895,61.58182054
356,25.52512516,24,369.5169329,-239775.0192,5183.205731,58.3,226.3874335,2.436702642,61.38743352
357,25.51414437,24,367.4437592,-240142.4629,5157.691587,58.3,226.1928598,2.441141332,61.19285977
358,25.50280923,24,365.3668091,-240507.8297,5132.188778,58.3,225.9980989,2.44559518,60.99809887
359,25.49111538,24,363.2860695,-240871.1158,5106.697662,58.3,225.8031504,2.450064351,60.80315036
360,25.47905837,24,361.2015275,-241232.3173,5081.218604,58.3,225.6080138,2.454549012,60.6080138
361,25.46663369,24,359.11317,-241591.4305,5055.75197,58.3,225.4126887,2.459049333,60.41268871
362,25.45383677,24,357.0209835,-241948.4515,5030.298133,58.3,225.2171746,2.46356549,60.21717463
363,25.44066292,24,354.9249546,-242303.3764,5004.85747,58.3,225.0214711,2.468097662,60.02147107
364,25.4271074,24,352.8250697,-242656.2015,4979.430363,58.3,224.8255775,2.472646031,59.82557754
365,25.41316539,24,350.721315,-243006.9228,4954.017198,58.3,224.6294935,2.477210785,59.62949354
366,25.39883195,24,348.6136765,-243355.5365,4928.618366,58.3,224.4332185,2.481792115,59.43321855
367,25.38410209,24,346.5021402,-243702.0386,4903.234264,58.3,224.236752,2.486390218,59.23675205
368,25.36897071,24,344.3866918,-244046.4253,4877.865293,58.3,224.0400935,2.491005295,59.0400935
369,25.35343262,24,342.2673168,-244388.6927,4852.51186,58.3,223.8432424,2.495637551,58.84324237
370,25.33748255,24,340.1440007,-244728.8367,4827.174378,58.3,223.6461981,2.500287197,58.64619808
371,25.32111512,24,338.0167285,-245066.8534,4801.853263,58.3,223.4489601,2.504954449,58.44896008
372,25.30432484,24,335.8854855,-245402.7389,4776.548938,58.3,223.2515278,2.509639528,58.25152778
373,25.28710614,24,333.7502563,-245736.4891,4751.261832,58.3,223.0539006,2.514342662,58.05390058
374,25.26945335,24,331.6110256,-246068.1002,4725.992378,58.3,222.8560779,2.519064081,57.85607788
375,25.25136065,24,329.4677779,-246397.5679,4700.741018,58.3,222.6580591,2.523804026,57.65805906
376,25.23282216,24,327.3204974,-246724.8884,4675.508195,58.3,222.4598435,2.52856274,57.45984348
377,25.21383186,24,325.1691681,-247050.0576,4650.294364,58.3,222.2614305,2.533340474,57.26143049
378,25.19438362,24,323.0137739,-247373.0714,4625.09998,58.3,222.0628194,2.538137485,57.06281944
379,25.17447118,24,320.8542983,-247693.9257,4599.925509,58.3,221.8640096,2.542954039,56.86400964
380,25.15408818,24,318.6907248,-248012.6164,4574.771421,58.3,221.6650004,2.547790405,56.66500039
381,25.1332281,24,316.5230364,-248329.1394,4549.638193,58.3,221.465791,2.552646864,56.465791
382,25.11188432,24,314.3512161,-248643.4906,4524.526308,58.3,221.2663807,2.5575237,56.26638073
383,25.09005008,24,312.1752465,-248955.6659,4499.436258,58.3,221.0667688,2.562421207,56.06676884
384,25.06771847,24,309.9951101,-249265.661,4474.36854,58.3,220.8669546,2.567339689,55.86695457
385,25.04488244,24,307.810789,-249573.4718,4449.323657,58.3,220.6669371,2.572279455,55.66693714
386,25.0215348,24,305.622265,-249879.0941,4424.302122,58.3,220.4667158,2.577240825,55.46671575
387,24.99766821,24,303.4295199,-250182.5236,4399.304454,58.3,220.2662896,2.582224127,55.2662896
388,24.97327518,24,301.2325349,-250483.7561,4374.331179,58.3,220.0656578,2.5872297,55.06565783
389,24.94834804,24,299.0312911,-250782.7874,4349.382831,58.3,219.8648196,2.592257891,54.86481961
390,24.92287897,24,296.8257693,-251079.6132,4324.459952,58.3,219.663774,2.597309058,54.66377405
391,24.89685999,24,294.6159499,-251374.2291,4299.563092,58.3,219.4625202,2.60238357,54.46252024
392,24.87028292,24,292.4018131,-251666.6309,4274.692809,58.3,219.2610573,2.607481806,54.26105728
393,24.84313942,24,290.1833386,-251956.8143,4249.84967,58.3,219.0593842,2.612604159,54.05938421
394,24.81542095,24,287.9605059,-252244.7748,4225.034249,58.3,218.8575001,2.617751031,53.85750008
395,24.7871188,24,285.7332943,-252530.5081,4200.24713,58.3,218.6554039,2.622922838,53.65540387
396,24.75822402,24,283.5016824,-252814.0098,4175.488906,58.3,218.4530946,2.62812001,53.45309459
397,24.72872751,24,281.2656487,-253095.2754,4150.760178,58.3,218.2505712,2.633342988,53.25057117
398,24.6986199,24,279.0251712,-253374.3006,4126.061559,58.3,218.0478326,2.638592229,53.04783255
399,24.66789164,24,276.7802276,-253651.0808,4101.393667,58.3,217.8448776,2.643868205,52.84487764
400,24.63653295,24,274.5307952,-253925.6116,4076.757134,58.3,217.6417053,2.649171402,52.64170529
401,24.60453381,24,272.2768507,-254197.8884,4052.1526,58.3,217.4383143,2.654502324,52.43831434
402,24.57188394,24,270.0183707,-254467.9068,4027.580716,58.3,217.2347036,2.65986149,52.23470362
403,24.53857284,24,267.755331,-254735.6622,4003.042143,58.3,217.0308719,2.665249438,52.03087188
404,24.50458973,24,265.4877071,-255001.1499,3978.537554,58.3,216.8268179,2.670666723,51.82681788
405,24.46992357,24,263.2154742,-255264.3653,3954.06763,58.3,216.6225403,2.676113921,51.62254032
406,24.43456304,24,260.9386068,-255525.3039,3929.633067,58.3,216.4180379,2.681591627,51.41803787
407,24.39849653,24,258.6570788,-255783.961,3905.23457,58.3,216.2133092,2.687100456,51.21330916
408,24.36171214,24,256.3708639,-256040.3319,3880.872858,58.3,216.0083528,2.692641049,51.00835278
409,24.32419763,24,254.079935,-256294.4118,3856.548661,58.3,215.8031673,2.698214066,50.80316729
410,24.28594048,24,251.7842645,-256546.1961,3832.26272,58.3,215.5977512,2.703820193,50.5977512
411,24.24692781,24,249.4838242,-256795.6799,3808.015792,58.3,215.392103,2.709460141,50.39210298
412,24.2071464,24,247.1785854,-257042.8585,3783.808646,58.3,215.186221,2.71513465,50.18622103
413,24.16658266,24,244.8685187,-257287.727,3759.642063,58.3,214.9801037,2.720844485,49.98010375
414,24.12522264,24,242.553594,-257530.2806,3735.516841,58.3,214.7737494,2.726590442,49.77374945
415,24.083052,24,240.2337806,-257770.5144,3711.433789,58.3,214.5671564,2.732373348,49.56715639
416,24.04005597,24,237.909047,-258008.4234,3687.393733,58.3,214.3603228,2.738194063,49.36032281
417,23.9962194,24,235.579361,-258244.0028,3663.397513,58.3,214.1532469,2.744053481,49.15324686
418,23.95152666,24,233.2446898,-258477.2475,3639.445987,58.3,213.9459267,2.749952534,48.94592665
419,23.90596169,24,230.9049997,-258708.1525,3615.540025,58.3,213.7383602,2.755892189,48.73836022
420,23.85950793,24,228.560256,-258936.7127,3591.680517,58.3,213.5305455,2.761873456,48.53054554
421,23.81214835,24,226.2104234,-259162.9232,3567.868369,58.3,213.3224805,2.767897388,48.32248054
422,23.76386539,24,223.8554655,-259386.7786,3544.104503,58.3,213.1141631,2.773965081,48.11416305
423,23.71464092,24,221.4953452,-259608.274,3520.389862,58.3,212.9055909,2.780077679,47.90559085
424,23.6644563,24,219.1300242,-259827.404,3496.725406,58.3,212.6967616,2.786236379,47.69676164
425,23.61329225,24,216.7594634,-260044.1635,3473.112114,58.3,212.487673,2.792442428,47.48767302
426,23.56112888,24,214.3836223,-260258.5471,3449.550985,58.3,212.2783225,2.798697132,47.27832253
427,23.50794568,24,212.0024597,-260470.5495,3426.043039,58.3,212.0687076,2.805001856,47.06870762
428,23.45372144,24,209.615933,-260680.1655,3402.589318,58.3,211.8588256,2.811358028,46.85882565
429,23.39843423,24,207.2239983,-260887.3895,3379.190884,58.3,211.6486739,2.817767145,46.64867387
430,23.34206141,24,204.8266108,-261092.2161,3355.848822,58.3,211.4382494,2.824230776,46.43824944
431,23.28457951,24,202.4237238,-261294.6398,3332.564243,58.3,211.2275494,2.830750564,46.22754941
432,23.22596429,24,200.0152898,-261494.6551,3309.338278,58.3,211.0165707,2.837328237,46.01657073
433,23.16619062,24,197.6012594,-261692.2564,3286.172088,58.3,210.8053102,2.843965608,45.80531023
434,23.10523247,24,195.1815819,-261887.4379,3263.066855,58.3,210.5937646,2.850664581,45.5937646
435,23.04306285,24,192.7562048,-262080.1941,3240.023792,58.3,210.3819304,2.857427163,45.38193042
436,22.97965379,24,190.325074,-262270.5192,3217.044139,58.3,210.1698041,2.864255464,45.16980413
437,22.91497623,24,187.8881336,-262458.4074,3194.129162,58.3,209.957382,2.871151706,44.95738203
438,22.84900002,24,185.4453259,-262643.8527,3171.280162,58.3,209.7446602,2.878118236,44.74466024
439,22.78169382,24,182.9965909,-262826.8493,3148.498469,58.3,209.5316348,2.885157529,44.53163476
440,22.71302505,24,180.5418668,-263007.3911,3125.785444,58.3,209.3183014,2.892272199,44.31830139
441,22.64295982,24,178.0810895,-263185.4722,3103.142484,58.3,209.1046558,2.899465012,44.10465577
442,22.57146284,24,175.6141925,-263361.0864,3080.571021,58.3,208.8906933,2.906738894,43.89069333
443,22.49849736,24,173.1411067,-263534.2275,3058.072524,58.3,208.6764093,2.914096947,43.67640931
444,22.42402504,24,170.6617607,-263704.8893,3035.648498,58.3,208.4617987,2.921542458,43.46179874
445,22.3480059,24,168.1760799,-263873.0654,3013.300493,58.3,208.2468564,2.929078921,43.24685641
446,22.2703982,24,165.683987,-264038.7494,2991.030094,58.3,208.0315769,2.936710047,43.03157688
447,22.19115831,24,163.1854015,-264201.9348,2968.838936,58.3,207.8159544,2.944439785,42.81595442
448,22.1102406,24,160.6802394,-264362.615,2946.728695,58.3,207.5999831,2.952272345,42.59998306
449,22.02759732,24,158.1684133,-264520.7834,2924.701098,58.3,207.3836565,2.960212216,42.38365652
450,21.94317845,24,155.6498318,-264676.4332,2902.75792,58.3,207.1669682,2.968264192,42.16696821
451,21.85693151,24,153.1243997,-264829.5576,2880.900988,58.3,206.9499112,2.976433402,41.94991119
452,21.76880145,24,150.5920171,-264980.1497,2859.132187,58.3,206.7324782,2.984725338,41.73247817
453,21.67873039,24,148.0525796,-265128.2022,2837.453456,58.3,206.5146615,2.993145893,41.51466145
454,21.5866575,24,145.5059778,-265273.7082,2815.866799,58.3,206.2964529,3.001701394,41.29645295
455,21.49251869,24,142.9520969,-265416.6603,2794.37428,58.3,206.0778441,3.01039865,41.0778441
456,21.39624642,24,140.3908163,-265557.0511,2772.978034,58.3,205.8588259,3.019244998,40.85882586
457,21.29776942,24,137.8220091,-265694.8731,2751.680264,58.3,205.6393887,3.028248356,40.63938868
458,21.19701234,24,135.2455418,-265830.1187,2730.483252,58.3,205.4195224,3.03741729,40.41952242
459,21.0938955,24,132.6612734,-265962.7799,2709.389356,58.3,205.1992163,3.046761077,40.19921632
460,20.98833447,24,130.0690552,-266092.849,2688.401022,58.3,204.978459,3.05628979,39.97845896
461,20.88023965,24,127.4687299,-266220.3177,2667.520782,58.3,204.7572382,3.066014382,39.7572382
462,20.76951584,24,124.8601308,-266345.1779,2646.751267,58.3,204.5355411,3.075946796,39.5355411
463,20.65606175,24,122.2430811,-266467.4209,2626.095205,58.3,204.313844,3.079284448,39.31384399
464,20.54335078,24,119.6231917,-266587.0441,2605.551854,58.3,204.0921469,3.082629352,39.09214688
465,20.43138185,24,117.0004564,-266704.0446,2585.120472,58.3,203.8704498,3.085981529,38.87044977
466,20.32015384,24,114.3748691,-266818.4195,2564.800318,58.3,203.6487527,3.089341006,38.64875266
467,20.20966564,24,111.7464234,-266930.1659,2544.590653,58.3,203.4270556,3.092707805,38.42705556
468,20.09991613,24,109.1151132,-267039.281,2524.490737,58.3,203.2053584,3.09608195,38.20535845
469,19.99090418,24,106.4809323,-267145.7619,2504.499832,58.3,202.9836613,3.099463465,37.98366134
470,19.88262866,24,103.8438744,-267249.6058,2484.617204,58.3,202.7619642,3.102852376,37.76196423
471,19.77508842,24,101.2039331,-267350.8097,2464.842115,58.3,202.5402671,3.106248705,37.54026712
472,19.66828233,24,98.5611022,-267449.3708,2445.173833,58.3,202.31857,3.109652477,37.31857001
473,19.56220922,24,95.91537532,-267545.2862,2425.611624,58.3,202.0968729,3.113063717,37.09687291
474,19.45686794,24,93.26674613,-267638.553,2406.154756,58.3,201.8751758,3.11648245,36.8751758
475,19.35225731,24,90.61520824,-267729.1682,2386.802498,58.3,201.6534787,3.119908699,36.65347869
476,19.24837617,24,87.96075526,-267817.1289,2367.554122,58.3,201.4317816,3.123342491,36.43178158
477,19.14522332,24,85.30338077,-267902.4323,2348.408899,58.3,201.2100845,3.126783849,36.21008447
478,19.04279759,24,82.64307833,-267985.0754,2329.366101,58.3,200.9883874,3.130232799,35.98838736
479,18.94109777,24,79.97984149,-268065.0552,2310.425004,58.3,200.7666903,3.133689366,35.76669026
480,18.84012267,24,77.31366376,-268142.3689,2291.584881,58.3,200.5449931,3.137153576,35.54499315
481,18.73987107,24,74.64453865,-268217.0134,2272.84501,58.3,200.323296,3.140625453,35.32329604
482,18.64034175,24,71.97245962,-268288.9859,2254.204668,58.3,200.1015989,3.144105023,35.10159893
483,18.5415335,24,69.29742014,-268358.2833,2235.663135,58.3,199.8799018,3.147592312,34.87990182
484,18.44344508,24,66.61941363,-268424.9027,2217.21969,58.3,199.6582047,3.151087346,34.65820471
485,18.34607525,24,63.93843351,-268488.8412,2198.873614,58.3,199.4365076,3.15459015,34.43650761
486,18.24942277,24,61.25447317,-268550.0956,2180.624192,58.3,199.2148105,3.15810075,34.2148105
487,18.15348638,24,58.56752596,-268608.6632,2162.470705,58.3,198.9931134,3.161619172,33.99311339
488,18.05826483,24,55.87758525,-268664.5407,2144.41244,58.3,198.7714163,3.165145443,33.77141628
489,17.96375683,24,53.18464434,-268717.7254,2126.448683,58.3,198.5497192,3.168679588,33.54971917
490,17.86996113,24,50.48869655,-268768.2141,2108.578722,58.3,198.3280221,3.172221635,33.32802206
491,17.77687644,24,47.78973514,-268816.0038,2090.801846,58.3,198.106325,3.175771609,33.10632496
492,17.68450145,24,45.08775337,-268861.0916,2073.117344,58.3,197.8846278,3.179329538,32.88462785
493,17.59283489,24,42.38274448,-268903.4743,2055.52451,58.3,197.6629307,3.182895447,32.66293074
494,17.50187544,24,39.67470167,-268943.149,2038.022634,58.3,197.4412336,3.186469365,32.44123363
495,17.41162179,24,36.96361814,-268980.1126,2020.611012,58.3,197.2195365,3.190051318,32.21953652
496,17.32207262,24,34.24948704,-269014.3621,2003.28894,58.3,196.9978394,3.193641333,31.99783942
497,17.23322659,24,31.53230151,-269045.8944,1986.055713,58.3,196.7761423,3.197239437,31.77614231
498,17.14508238,24,28.81205468,-269074.7065,1968.910631,58.3,196.5544452,3.200845658,31.5544452
499,17.05763864,24,26.08873964,-269100.7952,1951.852992,58.3,196.3327481,3.204460023,31.33274809
500,16.97089401,24,23.36234945,-269124.1576,1934.882098,58.3,196.111051,3.20808256,31.11105098
501,16.88484714,24,20.63287717,-269144.7904,1917.997251,58.3,195.8893539,3.211713296,30.88935387
502,16.79949666,24,17.90031581,-269162.6908,1901.197754,58.3,195.6847178,2.967651603,30.68471777
503,16.84500087,24,15.37540486,-269178.0662,1884.352753,58.3,195.5153036,2.458988807,30.5153036
504,17.16020202,24,13.28326987,-269191.3494,1867.192551,58.3,195.3820471,1.935491698,30.38204711
505,17.7524822,24,11.63653203,-269202.986,1849.440069,58.3,195.2651637,1.69869557,30.26516373
506,18.47076321,24,10.19126297,-269213.1772,1830.969306,58.3,195.1392393,1.831272287,30.13923931
507,19.12075787,24,8.63319616,-269221.8104,1811.848548,58.3,194.9942654,2.10986878,29.99426545
508,19.62584456,24,6.838096362,-269228.6485,1792.222704,58.3,194.84408,2.187399705,29.84408002
509,20.09190367,24,4.977032392,-269233.6256,1772.1308,58.3,194.7140686,1.894836519,29.7140686
510,20.71347213,24,3.364884431,-269236.9904,1751.417328,58.3,194.6181124,1.399192744,29.61811236
511,21.59702551,24,2.174435701,-269239.1649,1729.820302,58.3,194.5448469,1.068728505,29.54484686
512,22.65536431,24,1.265149616,-269240.43,1707.164938,55.3,194.4659757,1.150965786,29.46597565
513,23.62093595,24,0.3188899534,-269240.7489,1683.544002,52.3,194.3602673,1.543439302,29.36026726
514,24.29877683,24,-0.9023155438,-269239.8466,1659.245225,49.3,194.2333576,1.854208573,29.23335756
515,24.71078946,24,-0.9023155438,-269238.9443,1634.534436,46.3,194.1138884,1.746573256,29.11388839
516,25.1252518,24,-0.9023155438,-269238.042,1609.409184,43.3,193.9567098,2.299726937,28.95670976
517,25.07271227,24,-0.9023155438,-269237.1397,1584.336472,40.3,193.7589377,2.896614511,28.75893773
518,24.48469521,24,-0.9023155438,-269236.2373,1559.851776,37.3,193.5416457,3.186081221,28.54164575
519,23.57139117,24,-0.9023155438,-269235.335,1536.280385,34.3,193.332553,3.069173938,28.33255303
520,22.6570909,24,-0.9023155438,-269234.4327,1513.623294,31.3,193.1522736,2.648707701,28.15227355
521,22.0150183,12,-0.9023155438,-269233.5304,1491.608276,28.3,193.0070903,2.134670008,28.00709033
522,21.75662879,12,-0.9023155438,-269232.6281,1469.851647,25.3,192.8619071,2.136276952,27.8619071
523,21.44639716,12,-0.9023155438,-269231.7258,1448.40525,22.3,192.6475782,3.157219899,27.64757817
524,20.14644571,12,-0.9023155438,-269230.8234,1428.258804,19.3,192.4332492,3.160736358,27.43324923
525,18.78447881,12,-0.9023155438,-269229.9211,1409.474326,16.3,192.2189203,3.164260658,27.21892029
526,17.36854377,12,-0.9023155438,-269229.0188,1392.105782,13.3,192.0027958,3.194361838,27.00279575
527,15.88099741,12,-0.9023155438,-269228.1165,1376.224784,10.3,191.7964045,3.053785082,26.79640447
528,14.49756304,12,-0.9023155438,-269227.2142,1361.727221,7.3,191.6126347,2.721683317,26.61263466
529,13.41907957,12,-0.9023155438,-269226.3119,1348.308142,4.3,191.4559712,2.32212934,26.45597119
530,12.7246258,12,-0.9023155438,-269225.4095,1335.583516,1.3,191.3200225,2.0165181,26.32002251
531,12.32976581,12,-0.9023155438,-269224.5072,1323.25375,0,191.1923746,1.894657316,26.19237462
532,12.05624758,12,-0.9023155438,-269223.6049,1311.197503,0,191.0623934,1.930602457,26.06239343
533,11.74678421,12,-0.9023155438,-269222.7026,1299.450718,0,190.9265694,2.018821589,25.92656936
534,11.34910171,12,-0.9023155438,-269221.8003,1288.101617,0,190.7886364,2.051649935,25.78863636
535,10.91859086,12,-0.9023155438,-269220.898,1277.183026,0,190.6552634,1.985211069,25.65526336
536,10.55451887,12,-0.9023155438,-269219.9957,1266.628507,0,190.5309073,1.852205709,25.53090727
537,10.32345225,12,-0.9023155438,-269219.0933,1256.305055,0,190.4151993,1.724444969,25.41519927
538,10.22014636,12,-0.9023155438,-269218.191,1246.084908,0,190.3039446,1.659044652,25.30394459
539,10.1822408,12,-0.9023155438,-269217.2887,1235.902668,0,190.1923373,1.66527946,25.1923373
540,10.13810042,12,-0.9023155438,-269216.3864,1225.764567,0,190.0779072,1.708425662,25.07790723
541,10.05081384,12,-0.9023155438,-269215.4841,1215.713753,0,189.9614093,1.740365488,24.96140929
542,9.931587441,12,-0.9023155438,-269214.5818,1205.782166,0,189.8455304,1.732174125,24.84553039
543,9.820552401,12,-0.9023155438,-269213.6794,1195.961613,0,189.7326806,1.687898386,24.73268057
544,9.7537931,12,-0.9023155438,-269212.7771,1186.20782,0,189.6234409,1.634842982,24.62344087
545,9.740089202,12,-0.9023155438,-269211.8748,1176.467731,0,189.5164998,1.601346267,24.51649976
546,9.75988202,12,-0.9023155438,-269210.9725,1166.707849,0,189.4098034,1.598580633,24.40980344
547,9.782440472,12,-0.9023155438,-269210.0702,1156.925409,0,189.3019421,1.616955932,24.30194213
